Object ID,Organization Name,LIONS ID,Borough Name,Approved On Street,Approved From Street,Approved To Street,Review Status,apprDaysWe,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,apprStartD,Shape_STLe,apprEndDat,School,the Geom
223,Frederick Douglass Boulevard Alliance,21690,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,261.742772937,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.95487738541227 40.805113436448764, -73.95441891956 40.80574173213904))"
224,Frederick Douglass Boulevard Alliance,21692,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,261.788118276,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.95441891956 40.80574173213904, -73.953959745944 40.806369873479255))"
225,Frederick Douglass Boulevard Alliance,21706,Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,approvedFull,"fri,sat,sun",,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,2021-06-25T00:00:00,261.464738599,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.953959745944 40.806369873479255, -73.9535025666325 40.80699784173979))"
226,Williamsburg Northside Schools,17992,Brooklyn,HAVEMEYER STREET,NORTH 6th STREET,NORTH 7th STREET,approvedFull,"mon,tue,wed,thu,fri",10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,10:00,16:00,,,,,2021-09-13T00:00:00,260.242857349,06/16/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.95386810934703 40.71544914292715, -73.95446309657775 40.71489662837917))"
227,PS132,18210,Brooklyn,CONSELYEA STREET,GRAHAM AVENUE,MANHATTAN AVENUE,approvedFull,"mon,tue,wed,thu,fri",09:45,14:00,09:45,14:00,09:45,14:00,09:45,14:00,09:45,14:00,,,,,2021-09-13T00:00:00,470.894545131,08/26/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.94618808660707 40.715083840181165, -73.94450256390681 40.71524418730403))"
228,Concord Hill,18220,Brooklyn,GRAHAM AVENUE,SKILLMAN AVENUE,CONSELYEA STREET,approvedFull,"fri,sat,sun",,,,,,,,,16:00,00:00,11:00,00:00,11:00,00:00,2021-04-02T00:00:00,261.034159589,11/07/2021 12:00:00 AM,,"MULTILINESTRING ((-73.94450256390681 40.71524418730403, -73.94461771818848 40.71595528593174))"
229,Khe-Yo,18253,Manhattan,DUANE STREET,HUDSON STREET,WEST BROADWAY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,11:00,22:00,12:00,23:00,12:00,23:00,2021-04-01T00:00:00,237.649002645,12/31/2022 12:00:00 AM,,"MULTILINESTRING ((-74.00838121216748 40.71660400503776, -74.00911827788954 40.71693712070158))"
230,Hudson Square Business Improvement District,18411,Manhattan,KING STREET,GREENWICH STREET,HUDSON STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,2021-03-31T00:00:00,425.08540377,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00720549550913 40.728066808433624, -74.00872732383245 40.72821168504568))"
231,PS3 John Melser Charrette School,18454,Manhattan,GROVE STREET,HUDSON STREET,BEDFORD STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-13T00:00:00,196.947449526,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.00650425297468 40.73244239558669, -74.0057971201593 40.73238885312413))"
232,PS3 John Melser Charrette School,18460,Manhattan,GROVE STREET,HUDSON STREET,BEDFORD STREET,approvedFull,"mon,tue,wed,thu,fri",08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,08:00,15:30,,,,,2021-09-13T00:00:00,95.8965135359,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-74.0057971201593 40.73238885312413, -74.0054657367834 40.73246458408156))"
233,Meatpacking District Management Association,18502,Manhattan,GANSEVOORT STREET,9th AVENUE,WASHINGTON STREET,approvedBoth,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,443.655006481,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((-74.00645301850903 40.73942055334363, -74.00805354308346 40.73939192352666))"
234,Meatpacking District Management Association,18504,Manhattan,LITTLE WEST 12th STREET,9th AVENUE,WASHINGTON STREET,approvedBoth,"mon,tue,wed,thu,fri,sat,sun",10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,10:00,23:00,2021-04-02T00:00:00,507.138201705,01/03/2022 12:00:00 AM,,"MULTILINESTRING ((-74.00633597557369 40.739647622807176, -74.0079429911299 40.74031360147787))"
235,Hudson Square Business Improvement District,18585,Manhattan,DOMINICK STREET,VARICK STREET,LITTLE 6TH AVENUE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,2021-03-31T00:00:00,348.629477586,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00464911398774 40.72492664060101, -74.00589766140003 40.725042414099434))"
236,RDK Restaurant Corp dba Bistro Les Amis,18593,Manhattan,SPRING STREET,THOMPSON STREET,WEST BROADWAY,approvedFull,"mon,tue,wed,thu,fri,sat,sun",11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,2021-04-01T00:00:00,224.509322838,03/31/2022 12:00:00 AM,,"MULTILINESTRING ((-74.00193642801193 40.72456830472323, -74.00262193003408 40.72489655470224))"
237,Greenwich Village Chelsea Chamber of Commerce,18635,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,238.537643746,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((-74.00428045197685 40.733408034689354, -74.00456424182013 40.73402614973198))"
238,Greenwich Village Chelsea Chamber of Commerce,18636,Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,approvedFull,"sat,sun",,,,,,,,,,,10:00,20:00,10:00,19:00,2021-06-05T00:00:00,192.668251789,06/27/2021 12:00:00 AM,,"MULTILINESTRING ((-74.0039789200553 40.732931540651954, -74.00428045197685 40.733408034689354))"
239,Jeffrey's Grocery,18679,Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,approvedFull,"thu,fri,sat,sun",,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,2021-04-08T00:00:00,151.803706453,11/29/2023 12:00:00 AM,,"MULTILINESTRING ((-74.00157736897275 40.73514432822596, -74.00169594102844 40.73555111302093))"
240,Osteria Morini,18772,Manhattan,LAFAYETTE STREET,SPRING STREET,KENMARE STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-12T00:00:00,317.823424221,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99776397255444 40.72159263860788, -73.99712559013587 40.722317272683476))"
241,Village Alliance,18797,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,253.043696463,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99911140348016 40.73164333877122, -73.99960649875429 40.73105977688409))"
242,Village Alliance,18819,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,171.682319967,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99861515115396 40.73223195122159, -73.99828036530643 40.73262843154771))"
243,Village Alliance,18821,Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,approvedLimited,sun,,,,,,,,,,,,,08:30,13:30,2021-04-19T00:00:00,145.972601916,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99828036530643 40.73262843154771, -73.99798960300548 40.7329625073301))"
244,Village Alliance,18936,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,261.094502747,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99657503880995 40.72956875364117, -73.99606604031783 40.73017178194385))"
245,Village Alliance,18937,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,246.731315323,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99606604031783 40.73017178194385, -73.99556534668154 40.730731735140296))"
246,Village Alliance,18939,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,217.907367672,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99556534668154 40.730731735140296, -73.99512151791703 40.731225430022405))"
247,Village Alliance,18946,Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,approvedLimited,sun,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,2021-04-19T00:00:00,248.324796918,12/19/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99479142852321 40.7316123640747, -73.99430018279712 40.73218238157162))"
248,Jadis,19003,Manhattan,RIVINGTON STREET,ELDRIDGE STREET,FORSYTH STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,15:00,00:00,15:00,00:00,2021-04-21T00:00:00,260.932740114,12/31/2022 12:00:00 AM,,"MULTILINESTRING ((-73.99150833327835 40.72104411698311, -73.99063208688192 40.7207824230307))"
249,Sonnyboy,19004,Manhattan,RIVINGTON STREET,ELDRIDGE STREET,ALLEN STREET,approvedFull,"thu,fri,sat,sun",,,,,,,18:00,22:45,18:00,23:45,10:00,23:45,10:00,22:45,2021-05-01T00:00:00,232.621306855,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99063208688192 40.7207824230307, -73.98985743169752 40.720536870329134))"
250,Ray's Bar,19006,Manhattan,RIVINGTON STREET,CHRYSTIE STREET,BOWERY,approvedFull,"sat,sun",,,,,,,,,,,12:00,00:00,12:00,00:00,2021-04-02T00:00:00,146.863364305,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99273325151277 40.72141189692492, -73.99223995598302 40.721264810603884))"
251,Planning and Urban Design Manager,19094,Manhattan,RIVINGTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,226.720458562,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98911637865359 40.7203239392589, -73.98835646599659 40.72009379276289))"
252,Lower East Side Partnership,19097,Manhattan,LUDLOW STREET,STANTON STREET,RIVINGTON STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,451.65781379,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98835646599659 40.72009379276289, -73.98777148545251 40.721250835025685))"
253,Lower East Side Partnership,19103,Manhattan,STANTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,152.593690647,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98903692285859 40.721632850612544, -73.98852540894548 40.72147803918179))"
254,Lower East Side Partnership,19104,Manhattan,STANTON STREET,ALLEN STREET,LUDLOW STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,2021-04-26T00:00:00,224.778495247,10/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98852540894548 40.72147803918179, -73.98777148545251 40.721250835025685))"
255,NYCDOE/ Washington Irving HS,19153,Manhattan,IRVING PLACE,EAST 16 STREET,EAST 17 STREET,approvedFull,"mon,tue,wed,thu,fri",07:00,14:30,07:00,14:30,07:00,14:30,07:00,14:30,07:00,14:30,,,,,2021-09-13T00:00:00,244.612872008,12/23/2021 12:00:00 AM,yes,"MULTILINESTRING ((-73.98781933898329 40.73530880329432, -73.98739007268254 40.735895456062366))"
256,Flatiron 23rd Street Partnership,19162,Manhattan,BROADWAY,EAST 23rd STREET,EAST 21st STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,2021-04-09T00:00:00,270.181231059,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98958547615786 40.739881503545014, -73.98939185143126 40.740608313314375))"
257,Flatiron 23rd Street Partnership,19164,Manhattan,WEST 22nd STREET,5th AVENUE,6TH AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,17:00,23:00,12:00,23:00,11:00,23:00,2021-04-09T00:00:00,1019.49965864,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.99007294941846 40.74089676959927, -73.99329262515225 40.74225080659832))"
258,Overthrow Hospitality/Derossi Global,19221,Manhattan,EAST 7th STREET,AVENUE A,1st AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,2021-04-12T00:00:00,696.966721588,04/12/2022 12:00:00 AM,,"MULTILINESTRING ((-73.98574130467608 40.726991078871215, -73.98353789232773 40.72606930300768))"
259,Friends Seminary,19238,Manhattan,EAST 16th STREET,3rd AVENUE,RUTHERFORD PLACE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,<Null>,<Null>,<Null>,<Null>,2021-09-10T00:00:00,456.056813493,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98621555925727 40.73463421402533, -73.98477519887066 40.73402884613626))"
260,Friends Seminary,19245,Manhattan,RUTHERFORD PLACE,EAST 15th STREET,EAST 17th STREET,approvedFull,"mon,tue,wed,thu,fri",07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,2021-09-10T00:00:00,243.803447162,08/05/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98436264289434 40.73461987810942, -73.98477519887066 40.73402884613626))"
261,02M413 School of the Future (DOE),19254,Manhattan,GRAMERCY PARK EAST,EAST 20th STREET,EAST 21st STREET,approvedFull,"mon,tue,wed,thu,fri",08:50,15:30,08:50,15:30,08:50,15:30,08:50,15:30,08:50,15:30,,,,,2021-09-13T00:00:00,243.997926798,06/27/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.98539009371882 40.73734855028223, -73.98498407711924 40.73794280615574))"
262,NYCDOT,19304,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,266.54842859,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.97947201317763 40.72748419807873, -73.97900150245239 40.7281222670328))"
263,Resident,19345,Manhattan,WEST 21 STREET,9th AVENUE,10th AVENUE,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-04-09T00:00:00,900.08504728,04/07/2023 12:00:00 AM,,"MULTILINESTRING ((-74.00226765615747 40.74522337362216, -74.00511003578929 40.74641929857938))"
264,Flatiron 23rd Street Partnership,19507,Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,approvedFull,"mon,tue,wed,thu,fri,sat,sun",12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,2021-04-09T00:00:00,271.491751031,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98901399862052 40.74381217427753, -73.98887178424381 40.74454945965645))"
265,Times Square Alliance,19591,Manhattan,WEST 46 STREET,8th AVENUE,9th AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,2021-05-05T00:00:00,899.323895347,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9879292980402 40.75980680858667, -73.99076363063075 40.761010290915486))"
266,NYKTA ( NY KOREATOWN ASSOCIATION),19629,Manhattan,WEST 32nd STREET,BROADWAY,5TH AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-02T00:00:00,850.480145524,04/03/2022 12:00:00 AM,,"MULTILINESTRING ((-73.98549891010836 40.747168857430516, -73.98817998992874 40.74830535070467))"
267,NYKTA ( NY KOREATOWN ASSOCIATION),19631,Manhattan,WEST 32nd STREET,BROADWAY,5TH AVENUE,approvedFull,"fri,sat,sun",,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,2021-04-02T00:00:00,506.612843282,04/03/2022 12:00:00 AM,,"MULTILINESTRING ((-73.98549891010836 40.747168857430516, -73.98389973346642 40.74649479596398))"
268,Times Square Alliance,19681,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,269.526131025,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98510671819567 40.759420883926595, -73.98483907060616 40.760132120005075))"
269,Times Square Alliance,19690,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,261.28357776,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.9840526290713 40.761439601668485, -73.98363155631218 40.76208132325978))"
270,Times Square Alliance,19706,Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,2021-05-11T00:00:00,263.678540235,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98321755757456 40.76272370165151, -73.98282051851518 40.76338146254152))"
271,Times Square Alliance,19765,Manhattan,WEST 46th STREET,7th AVENUE,6th AVENUE,approvedFull,"mon,tue,wed,thu,fri,sat,sun",14:00,23:00,14:00,23:00,14:00,23:00,14:00,23:00,14:00,23:00,12:00,23:00,12:00,23:00,2021-04-20T00:00:00,886.634598172,12/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.98225817380461 40.75740389666879, -73.98505259029224 40.75859015746838))"
272,Columbus Avenue Business Improvement District,19857,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,259.889394158,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.98111682924763 40.77424401781312, -73.98066265082058 40.77486821704204))"
273,Columbus Avenue Business Improvement District,19858,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,260.862342999,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.98066265082058 40.77486821704204, -73.98021196883212 40.77549692384125))"
274,NYCDOT,19908,Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,approvedLimited,mon,08:00,20:00,,,,,,,,,,,,,2021-09-14T00:00:00,266.232143232,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.97900150245239 40.7281222670328, -73.9785387117271 40.72876260653251))"
275,North Brooklyn Open Streets Coalition,19973,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,164.731992604,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.96191478733712 40.71594578182586, -73.96229142110052 40.71559604846705))"
276,North Brooklyn Open Streets Coalition,19998,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,276.896105231,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.96079451130204 40.71698937742359, -73.9614258569904 40.71640043085871))"
277,North Brooklyn Open Streets Coalition,19999,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,261.03240025,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.96019941423533 40.7175446341242, -73.96079451130204 40.71698937742359))"
278,North Brooklyn Open Streets Coalition,20022,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,259.680876223,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.95841904828644 40.719205339062356, -73.95901107235736 40.71865295330522))"
279,North Brooklyn Open Streets Coalition,20024,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,260.124687046,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.95782350077714 40.719757108100396, -73.95841904828644 40.719205339062356))"
280,North Brooklyn Open Streets Coalition,20107,Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,approvedLimited,"mon,tue,wed,thu,fri,sat,sun",08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,2021-09-08T00:00:00,260.149914963,12/31/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.95722824859014 40.72030915418884, -73.95782350077714 40.719757108100396))"
281,Columbus Avenue Business Improvement District,21093,Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,approvedFull,sun,,,,,,,,,,,,,10:00,21:00,2021-08-29T00:00:00,264.219463156,11/14/2021 12:00:00 AM,no,"MULTILINESTRING ((-73.9773713453687 40.779380793466636, -73.97690602917498 40.78001389830407))"
282,The Parkside School,21128,Manhattan,WEST 74 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,approvedFull,"mon,tue,wed,thu,fri",09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,,,,,2021-09-09T00:00:00,898.457562411,06/30/2022 12:00:00 AM,yes,"MULTILINESTRING ((-73.97500400555232 40.77754431953167, -73.97783590417781 40.77874726240862))"
283,West Side Montessori School,21153,Manhattan,WEST 92nd STREET,RIVERSIDE DRIVE,WEST END AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,2021-07-01T00:00:00,474.711327939,07/30/2021 12:00:00 AM,yes,"MULTILINESTRING ((-73.9750775843085 40.79271293785042, -73.976576654321 40.79334516033146))"
284,Community League of the Heights,21932,Manhattan,WEST 161st STREET,RIVERSIDE DRIVE,FT WASHINGTON AVENUE,approvedFull,"mon,tue,wed,thu,fri",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,2021-07-01T00:00:00,740.34879804,08/31/2021 12:00:00 AM,,"MULTILINESTRING ((-73.94429908180483 40.83709400031699, -73.94664240842376 40.83807471048636))"
